,Text#,Type,Issued,Title,Language,Authors,Bookshelves,BookId
8770,22488,Text,2007-09-02,"The Mirror of Taste, and Dramatic Censor, Vol. I, No. 1, January 1810",en,"Carpenter, S. C. (Stephen Cullen), -1820? [Editor]","The Mirror of Taste, and Dramatic Censor",8770
8771,22491,Text,2007-09-02,"Hoe ik een week te Fez doorbracht
De Aarde en haar Volken, 1908",nl,"Marlys, Jean",De Aarde en haar Volken,8771
8772,22492,Text,2007-09-03,Reise in die Aequinoctial-Gegenden des neuen Continents. Band 1.,de,"Humboldt, Alexander von, 1769-1859; Hauff, Hermann, 1800-1865 [Translator]",German Language Books; DE Sachbuch,8772
8773,22493,Text,2007-09-02,Ein Heiratsantrag: Scherz in einem Aufzug,de,"Chekhov, Anton Pavlovich, 1860-1904; Flachs-Fokschaneanu, Luise, 1863- [Translator]",DE Drama,8773
8774,22494,Text,2007-09-02,Der BÃ¤r: Groteske in einem Aufzug,de,"Chekhov, Anton Pavlovich, 1860-1904; Flachs-Fokschaneanu, Luise, 1863- [Translator]",DE Drama,8774
8775,22495,Text,2007-09-03,The New Pun Book,en,"Brown, Thomas A., 1861- [Compiler]; Carey, T. J. (Thomas Joseph), 1853- [Compiler]",Humor,8775
8776,22496,Text,2007-09-03,The Settlers in Canada,en,"Marryat, Frederick, 1792-1848",Canada,8776
8777,22498,Text,2007-09-04,Le commedie - lo astrologo,it,"Porta, Giambattista della, 1535?-1615",IT Teatro in prosa,8777
8778,22499,Text,2007-09-04,La crisi: commedia in tre atti,it,"Praga, Marco, 1862-1929",IT Teatro in prosa,8778
8779,22500,Text,2007-09-04,"The Works of William Hogarth: In a Series of Engravings
With Descriptions, and a Comment on Their Moral Tendency",en,"Hogarth, William, 1697-1764 [Artist]; Trusler, John, 1735-1820",Art,8779
8780,22501,Text,2007-09-04,Fino a Dogali,it,"Oriani, Alfredo, 1852-1909",IT Scienze politiche,8780
8781,22502,Text,2007-09-04,Economisti del cinque e seicento,it,"Montanari, Geminiano, 1633-1687; Scaruffi, Gasparo, 1519-1584; Serra, Antonio, active 1613; Graziani, Augusto, 1865-1944 [Editor]",IT Economia,8781
8782,22503,Text,2007-09-04,Piccoli eroi: Libro per i ragazzi,it,"Treves, Virginia, 1849-1916",IT Letteratura per ragazzi,8782
8783,22504,Text,2007-09-04,Il mistero del poeta,it,"Fogazzaro, Antonio, 1842-1911",IT Romanzi,8783
8784,22505,Text,2007-09-04,Riconciliazione,it,"Guidi, Tommasina, 1833-1903",IT Romanzi,8784
8785,22506,Text,2007-09-04,Le tre valli della Sicilia,it,"Sangiorgio, Gaetano, 1843-1910",IT Romanzi,8785
8786,22507,Text,2007-09-04,Romanzo d'una signorina per bene,it,"Vertua Gentile, Anna, 1850-1926",IT Romanzi,8786
8787,22508,Text,2007-09-04,Nova Castro: tragedia,pt,"JÃºnior, JoÃ£o Baptista Gomes, 1775?-1803",PT Teatro,8787
8788,22509,Text,2007-09-04,"O poeta Chiado
(Novas investigaÃ§Ãµes sobre a sua vida e escriptos)",pt,"Pimentel, Alberto, 1849-1925",PT Biografia,8788
8789,22511,Text,2007-09-05,Rollo on the Rhine,en,"Abbott, Jacob, 1803-1879",Children's Book Series,8789
8790,22512,Text,2007-09-05,The Stutterer,en,"Merliss, Reuben (Reuben Robert), 1915-1987",Science Fiction,8790
8791,22513,Text,2007-09-05,Sense from Thought Divide,en,"Clifton, Mark, 1906-1963; Van Dongen, H. R., 1920-2010 [Illustrator]",Science Fiction,8791
8792,22516,Text,2007-09-05,Ehstnische MÃ¤rchen. Zweite HÃ¤lfte,de,"Kreutzwald, Friedrich Reinhold, 1803-1882 [Compiler]; LÃ¶we, F. (Ferdinand), 1809-1889 [Translator]",DE Kinderbuch,8792
8793,22517,Text,2007-09-05,"Deutsche Literaturgeschichte in einer Stunde
Von den Ã¤ltesten Zeiten bis zur Gegenwart",de,"Henschke, Alfred, 1890-1928",German Language Books; DE Sachbuch,8793
8794,22518,Text,2007-09-05,Quaint Epitaphs,en,Various,Humor,8794
8795,22519,Text,2007-09-05,Christmas Every Day and Other Stories,en,"Howells, William Dean, 1837-1920",Christmas,8795
8796,22521,Text,2007-09-05,The Young Acrobat of the Great North American Circus,en,"Alger, Horatio, Jr., 1832-1899",Children's Fiction,8796
8797,22522,Text,2007-09-05,Artists' Wives,en,"Daudet, Alphonse, 1840-1897; Ensor, Laura [Translator]",Art,8797
8798,22523,Text,2007-09-05,"The History of the American Expedition Fighting the Bolsheviki
Campaigning in North Russia 1918-1919",en,"Jahns, Lewis E.; Mead, Harry H.; Moore, Joel R. (Joel Roscoe), 1879-",World War I,8798
8799,22524,Text,2007-09-06,The Hunters,en,"Samachson, Joseph, 1906-1980; Van Dongen, H. R., 1920-2010 [Illustrator]",Science Fiction,8799
8800,22526,Text,2007-09-06,Cubs of the Wolf,en,"Jones, Raymond F., 1915-1994",Science Fiction,8800
8801,22527,Text,2007-09-06,Beyond the Vanishing Point,en,"Cummings, Ray, 1887-1957",Science Fiction,8801
8802,22529,Text,2007-09-06,"The Twelve Labours of Hercules, Son of Jupiter & Alcmena",en,Anonymous,Children's Picture Books,8802
8803,22531,Text,2007-09-07,Amores: Poems,en,"Lawrence, D. H. (David Herbert), 1885-1930",Poetry,8803
8804,22532,Text,2007-09-07,Mary Louise and Josie O'Gorman,en,"Sampson, Emma Speed, 1868-1947",Children's Book Series,8804
8805,22537,Text,2007-09-07,Mr. Dooley in Peace and in War,en,"Dunne, Finley Peter, 1867-1936","Humor; Bestsellers, American, 1895-1923",8805
8806,22538,Text,2007-09-08,The Devil's Asteroid,en,"Wellman, Manly Wade, 1903-1986",Science Fiction,8806
8807,22540,Text,2007-09-08,The K-Factor,en,"Harrison, Harry, 1925-2012",Science Fiction,8807
8808,22541,Text,2007-09-08,The Misplaced Battleship,en,"Harrison, Harry, 1925-2012; Schoenherr, John, 1935-2010 [Illustrator]",Science Fiction,8808
8809,22542,Text,2007-09-08,"Jesus the Christ
A Study of the Messiah and His Mission According to Holy
Scriptures Both Ancient and Modern",en,"Talmage, James E. (James Edward), 1862-1933",Christianity; Latter Day Saints,8809
8810,22543,Text,2007-09-08,L'art et maniere de semer,fr,"Brossard, David",FR Sciences et Techniques,8810
8811,22544,Text,2007-09-08,A World is Born,en,"Brackett, Leigh, 1915-1978",Science Fiction; Science Fiction by Women,8811
8812,22545,Text,2007-09-09,Warning from the Stars,en,"Cocking, Ron; Summers, Leo, 1925-1985 [Illustrator]",Science Fiction,8812
8813,22546,Text,2007-09-09,The Reign of Mary Tudor,en,"Froude, James Anthony, 1818-1894; Rhys, Ernest, 1859-1946 [Editor]",United Kingdom,8813
8814,22547,Text,2007-09-09,"The Rover Boys on Treasure Isle; or, The Strange Cruise of the Steam Yacht",en,"Stratemeyer, Edward, 1862-1930",Children's Book Series,8814
8815,22548,Text,2007-09-09,Choix de Poesies: A Collection of French Poetry for Memorizing,fr,"Milhau, M.-L. (Marie-Louise) [Editor]",FR Education et Enseignement,8815
8816,22549,Text,2007-09-09,Space Prison,en,"Godwin, Tom, 1915-1980",Science Fiction,8816
8817,22551,Text,2007-09-09,MÃ©nagerie intime,fr,"Gautier, ThÃ©ophile, 1811-1872","FR Biographie, MÃ©moires, Journal intime, Correspondance",8817
8818,22552,Text,2007-09-09,Histoire de France 1305-1364 (Volume 4/19),fr,"Michelet, Jules, 1798-1874",France; FR Histoire,8818
8819,22553,Text,2007-09-09,"Memoirs of the Court of George IV. 1820-1830 (Vol 1)
From the Original Family Documents",en,"Buckingham and Chandos, Richard Plantagenet Temple Nugent Brydges Chandos Grenville, Duke of, 1797-1861",United Kingdom,8819
8820,22555,Text,2007-09-09,Sprookjes: Tweede verzameling,nl,"Grimm, Jacob, 1785-1863; Grimm, Wilhelm, 1786-1859; Midderigh-Bokhorst, B. (Berhardina), 1880-1972 [Illustrator]; Midderigh, Jean Jacques, 1877-1970 [Illustrator]; Eeden-Van Vloten, M. van, 1857-1943 [Translator]","Folklore; Children's Myths, Fairy Tales, etc.",8820
8821,22557,Text,2007-09-10,Canada,en,"Bourinot, John George, 1837-1902; Ingram, William H., 1877- [Editor]",Canada,8821
8822,22558,Text,2007-09-10,AbrÃ©gÃ© de l'Histoire GÃ©nÃ©rale des Voyages (Tome 1),fr,"La Harpe, Jean-FranÃ§ois de, 1739-1803",FR Voyages et pays,8822
8823,22559,Text,2007-09-10,The Day of the Boomer Dukes,en,"Pohl, Frederik, 1919-2013; Emshwiller, Ed, 1925-1990 [Illustrator]",Science Fiction,8823
8824,22560,Text,2007-09-10,The Worshippers,en,"Knight, Damon, 1922-2002; Emshwiller, Ed, 1925-1990 [Illustrator]",Science Fiction,8824
8825,22561,Text,2007-09-10,Tame Animals,en,Anonymous,Children's Picture Books,8825
8826,22563,Text,2007-09-10,"Punch, or the London Charivari, Vol. 146, January 28, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",Punch,8826
8827,22564,Text,2007-09-10,"Great Artists, Vol 1.: Raphael, Rubens, Murillo, and Durer",en,"Keysor, Jennie Ellis, 1860-",Art,8827
8828,22565,Text,2007-09-10,"From Farm to Fortune; or, Nat Nason's Strange Experience",en,"Alger, Horatio, Jr., 1832-1899",Children's Fiction,8828
8829,22566,Text,2007-09-10,Dorothy and the Wizard in Oz,en,"Baum, L. Frank (Lyman Frank), 1856-1919; Neill, John R. (John Rea), 1877-1943 [Illustrator]",Children's Literature; Fantasy,8829
8830,22567,Text,2007-09-10,"History of the United States, Volume 2",en,"Andrews, Elisha Benjamin, 1844-1917",United States,8830
8831,22568,Text,2007-09-10,Blue Aloes: Stories of South Africa,en,"Stockley, Cynthia, 1883-1936",Africa,8831
8832,22570,Text,2007-09-10,"Wo Gritlis Kinder hingekommen sind
Geschichten fÃ¼r Kinder und auch fÃ¼r solche, welche die
Kinder lieb haben, 8. Band",de,"Spyri, Johanna, 1827-1901",Children's Literature; DE Kinderbuch,8832
8833,22571,Text,2007-09-11,Frank Merriwell's Bravery,en,"Standish, Burt L., 1866-1945",Children's Book Series,8833
8834,22572,Text,2007-09-11,"FÃªtes et coutumes populaires
Les fÃªtes patronalesâLe rÃ©veillonâMasques et travestisâLe joli mois de MaiâLes noces en BretagneâLa fÃªte des mortsâLes feux de la Saint-JeanâDanses et Musiques populaires",fr,"Le Goffic, Charles, 1863-1932",FR Peuples et SociÃ©tÃ©s,8834
8835,22573,Text,2007-09-11,"Punch, or the London Charivari, Vol. 146, February 11, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",Punch,8835
8836,22574,Text,2007-09-11,The Best Portraits in Engraving,en,"Sumner, Charles, 1811-1874",Art,8836
8837,22575,Text,2007-09-11,"Le Tour du Monde; Afrique Orientale
Journal des voyages et des voyageurs; 2. sem. 1860",fr,"Various; Charton, Ãdouard, 1807-1890 [Editor]",Africa; FR Voyages et pays,8837
8838,22576,Text,2007-09-11,"Punch, or the London Charivari, Vol. 146, February 18, 1914",en,"Various; Seaman, Owen, 1861-1936 [Editor]",Punch,8838
8839,22579,Text,2007-09-11,Bread Overhead,en,"Leiber, Fritz, 1910-1992; Wood, Wallace, 1927-1981 [Illustrator]",Science Fiction,8839
8840,22580,Text,2007-09-11,"Het Geheimzinnige Eiland
De Verlatene",nl,"Verne, Jules, 1828-1905",Science Fiction,8840
8841,22581,Text,2007-09-12,"The Child-Voice in Singing
Treated from a physiological and a practical standpoint and especially adapted to schools and boy choirs",en,"Howard, Francis E. (Francis Edward), 1858-",Music,8841
8842,22584,Text,2007-09-12,"Four Years in Rebel Capitals
An Inside View of Life in the Southern Confederacy from Birth to Death",en,"De Leon, T. C. (Thomas Cooper), 1839-1914",US Civil War,8842
8843,22585,Text,2007-09-12,âAnd Devious the Line of Duty,en,"Godwin, Tom, 1915-1980; Schelling, George, 1938- [Illustrator]",Science Fiction,8843
8844,22586,Text,2007-09-12,History of the Second Massachusetts Regiment of Infantry: Beverly Ford.,en,"Oakey, Daniel",US Civil War,8844
8845,22587,Text,2007-09-12,Northern Nut Growers Association Thirty-Fourth Annual Report 1943,en,Northern Nut Growers Association [Editor],Northern Nut Growers Association,8845
8846,22589,Text,2007-09-12,"Jubilation, U.S.A.",en,"Vandenburg, G. L.",Science Fiction,8846
8847,22590,Text,2007-09-12,Wind,en,"Fontenay, Charles L., 1917-2007",Science Fiction,8847
8848,22591,Text,2007-09-12,"A Political History of the State of New York, Volumes 1-3",en,"Alexander, De Alva Stanwood, 1845-1925",United States,8848
8849,22592,Text,2007-09-13,Ifigenio en TaÅ­rido,eo,"Goethe, Johann Wolfgang von, 1749-1832; Zamenhof, L. L. (Ludwik Lejzer), 1859-1917 [Translator]",Esperanto,8849
8850,22594,Text,2007-09-13,Colonial Records of Virginia,en,Various,United States,8850
8851,22596,Text,2007-09-14,Measure for a Loner,en,"Harmon, Jim, 1933-2010",Science Fiction,8851
8852,22597,Text,2007-09-14,Question of Comfort,en,"Cole, Les, 1904-1985",Science Fiction,8852
8853,22599,Text,2007-09-14,The Hindu-Arabic Numerals,en,"Karpinski, Louis Charles, 1878-1956; Smith, David Eugene, 1860-1944",Mathematics,8853
8854,22600,Text,2007-09-14,How to Write Clearly: Rules and Exercises on English Composition,en,"Abbott, Edwin Abbott, 1838-1926",Children's Instructional Books,8854
8855,22601,Text,2007-09-14,"Hiawatha and the Iroquois Confederation
A Study in Anthropology. A Paper Read at the Cincinnati Meeting of the American Association for the Advancement of Science, in August, 1881, under the Title of ""A Lawgiver of the Stone Age.""",en,"Hale, Horatio, 1817-1896",Anthropology; Native America,8855
8856,22602,Text,2007-09-14,"Punch, or the London Charivari, Vol. 150, January 5, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",Punch,8856
8857,22604,Text,2007-09-15,Children and Their Books,en,"Penniman, James Hosmer, 1860-1931",Children's Literature,8857
8858,22605,Text,2007-09-15,"Book-Lovers, Bibliomaniacs and Book Clubs",en,"Harper, Henry Howard, 1871-1953",Bibliomania,8858
8859,22606,Text,2007-09-15,The Booklover and His Books,en,"Koopman, Harry Lyman, 1860-1937",Bibliomania,8859
8860,22607,Text,2007-09-15,"The Book-Hunter in London
Historical and Other Studies of Collectors and Collecting",en,"Roberts, W. (William), 1862-1940",Bibliomania,8860
8861,22608,Text,2007-09-15,"A Book for All Readers
An Aid to the Collection, Use, and Preservation of Books and the Formation of Public and Private Libraries",en,"Spofford, Ainsworth Rand, 1825-1908",Bibliomania,8861
8862,22610,Text,2007-09-15,"Punch, or the London Charivari, Vol. 150, January 19, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",Punch,8862
8863,22612,Text,2007-09-15,"Punch, or the London Charivari, Vol. 150, January 26, 1916",en,"Various; Seaman, Owen, 1861-1936 [Editor]",Punch,8863
8864,22613,Text,2007-09-16,"La Vie de M. de MoliÃ¨re
RÃ©impression de l'Ã©dition originale (Paris, 1705) et des piÃ¨ces annexes",fr,"Grimarest, Jean-LÃ©onor Le Gallois de, 1659-1713; Lalauze, Adolphe, 1838-1906 [Illustrator]","FR Biographie, MÃ©moires, Journal intime, Correspondance",8864
8865,22614,Text,2007-09-16,A Pavorosa IllusÃ£o,pt,"Bocage, Manuel Maria Barbosa du, 1765-1805",PT Poesia,8865
8866,22615,Text,2007-09-16,A Scena do Odio,pt,"Almada Negreiros, JosÃ© de, 1893-1970",PT Poesia,8866
8867,22616,Text,2007-09-16,"Salve, Rei!
Poesia de Camillo Castello Branco",pt,"Castelo Branco, Camilo, 1825-1890; Vasconcellos, FrazÃ£o de [Unknown role]",PT Poesia,8867
8868,22617,Text,2007-09-16,"Chambers's Edinburgh Journal, No. 454
Volume 18, New Series, September 11, 1852",en,"Various; Chambers, Robert, 1802-1871 [Editor]; Chambers, William, 1800-1883 [Editor]",Chambers's Edinburgh Journal,8868
8869,22618,Text,2007-09-16,Cours familier de LittÃ©rature - Volume 01,fr,"Lamartine, Alphonse de, 1790-1869",France; FR LittÃ©rature,8869
8870,22620,Text,2007-09-16,"Researches on Cellulose, 1895-1900",en,"Bevan, E. J. (Edward John), 1856-1921; Cross, C. F. (Charles Frederick), 1855-1935",Chemistry,8870
8871,22621,Text,2007-09-16,"The New England Magazine, Volume 1, No. 1, January 1886
Bay State Monthly, Volume 4, No. 1, January, 1886",en,Various,The Bay State Monthly,8871
8872,22622,Text,2007-09-16,Aves Migradoras,pt,"Almeida, Fialho de, 1857-1911",PT Contos,8872
8873,22623,Text,2007-09-16,Divinity,en,"Samachson, Joseph, 1906-1980; Freas, Kelly, 1922-2005 [Illustrator]",Science Fiction,8873
8874,22624,Text,2007-09-16,"Notes and Queries, Number 52, October 26, 1850
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Notes and Queries,8874
8875,22625,Text,2007-09-16,"Notes and Queries, Number 67, February 8, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Notes and Queries,8875
8876,22627,Text,2007-09-16,"German Science Reader
An Introduction to Scientific German, for Students of Physics, Chemistry and Engineering",de; en,"Kroeh, Charles Frederick, 1846-1928",Language Education,8876
8877,22628,Text,2007-09-16,"New-Yorker Staats-Zeitung, 16. Oktober 1915
Vol. I. No. 34.",de,Unknown,German Language Books; World War I; DE Sachbuch,8877
8878,22629,Text,2007-09-16,The Vortex Blaster,en,"Smith, E. E. (Edward Elmer), 1890-1965",Science Fiction,8878
8879,22630,Text,2007-09-16,"Der Roman eines geborenen Verbrechers
Selbstbiographie des Strafgefangenen Antonino M...",de,"M., Antonino; Bianchi, Augusto Guido, 1868- [Editor]; Ramhorst, Friedrich Wilhelm, 1863-1929 [Translator]",DE Prosa,8879
8880,22631,Text,2007-09-16,An Account of Timbuctoo and Housa Territories in the Interior of Africa,en,"Shabeeny, Abd Salam, active 1820; Jackson, James Grey [Commentator]",Africa,8880
8881,22632,Text,2007-09-16,Ã ventura,pt,"Pascoais, Teixeira de, 1877-1952",PT Poesia,8881
8882,22633,Text,2007-09-16,"Souvenirs d'un sexagÃ©naire, Tome I",fr,"Arnault, A.-V. (Antoine-Vincent), 1766-1834","FR Biographie, MÃ©moires, Journal intime, Correspondance",8882
8883,22634,Text,2007-09-16,Versos em honra do grande poeta Manoel Maria Barbosa du Bocage,pt,"SadÃ£o, Elisino",PT Poesia,8883
8884,22635,Text,2007-09-16,"Die Postgeheimnisse
oder die hauptsÃ¤chlichsten Regeln welche man beim Reisen und bei Versendungen mit der Post beobachten muÃ um VerdruÃ und Verlust zu vermeiden",de,"Raabe, Heinrich August, 1759-1841",German Language Books; DE Sachbuch,8884
8885,22636,Text,2007-09-16,"A Middle High German Primer
Third Edition",en,"Wright, Joseph, 1855-1930",Language Education,8885
8886,22639,Text,2007-09-16,"Notes and Queries, Number 68, February 15, 1851
A Medium of Inter-communication for Literary Men, Artists, Antiquaries, Genealogists, etc.",en,"Various; Bell, George, 1814-1890 [Editor]",Notes and Queries,8886
8887,22641,Text,2007-09-16,Lucifero,it,"Rapisardi, Mario, 1844-1912",IT Poesia,8887
8888,22642,Text,2007-09-16,L'Innocente,it,"D'Annunzio, Gabriele, 1863-1938",Banned Books from Anne Haight's list; IT Romanzi,8888
8889,22643,Text,2007-09-16,"Santa Rita Pintor
In Memoriam",pt,"Parreira, Carlos, 1890-1950",PT Arte; PT Biografia,8889
8890,22644,Text,2007-09-17,"The Boy Scout Treasure Hunters; Or, The Lost Treasure of Buffalo Hollow",en,"Lerrigo, Charles Henry, 1872-1955; Wrenn, Charles L. (Charles Lewis), 1880-1952 [Illustrator]",Children's Book Series,8890
8891,22645,Text,2007-09-17,"Punch, or the London Charivari, Vol. 104, March 18, 1893",en,"Various; Burnand, F. C. (Francis Cowley), 1836-1917 [Editor]",Punch,8891
8892,22647,Text,2007-09-17,A velha disciplina: Versos,pt,"Dumont, JÃºlio",PT Poesia,8892
8893,22648,Text,2007-09-17,O trophÃ©o,pt,"Santos, C. Afonso dos",PT Poesia,8893
8894,22652,Text,2007-09-17,A Campfire Girl's Test of Friendship,en,"Stewart, Jane L.",Children's Book Series,8894
8895,22653,Text,2007-09-17,"Punch, or the London Charivari, Vol. 158, 1920-04-28",en,"Various; Seaman, Owen, 1861-1936 [Editor]",Punch,8895
